triton molar mass , -5.803988456726074
"-Zeta(1;1/2)" , 1.3667659759521484
exp(-gamma) , -0.5772151947021484
Sinh(1) , 0.1614389419555664
Tribonacci Constant , 0.6093778610229492
Pi/2*sqrt(3) , 1.0008888244628906
neutron g factor , 1.341841697692871
Zeta(5) , 0.036261558532714844
GAMMA(1/4) , 1.2880220413208008
log(2*Pi) , 0.6086111068725586
Fransen-Robinson constant , 1.0323905944824219
lattice parameter of silicon , -21.333723068237305
elementary charge over h , 33.11912727355957
first radiation constant , -35.52180194854736
helion molar mass , -5.804177284240723
"product(1+1/n**3;n=1..infinity)" , 0.88714599609375
nuclear magneton in MHz/T , 2.031116485595703
neutron Compton wavelength over 2 pi , -36.09933090209961
Planck mass , -17.64295768737793
molar Planck constant , -21.64198112487793
Josephson constant , 33.81227397918701
Planck length , -80.11040115356445
Feigenbaum constant , 1.5409879684448242
Bohr magneton in Hz/T , 23.3620548248291
Compton wavelength , -26.744648933410645
muon molar mass , -9.084333419799805
"molar volume of ideal gas (273.15 K 100 kPa)" , -3.784907341003418
proton mag. shielding correction , -10.569252967834473
proton mass , -61.655405044555664
gamma**2 , -1.0990781784057617
Tree-growth constant , 1.0837574005126953
neutron mass energy equivalent , -22.616825103759766
GAMMA(3/4) , 0.20328044891357422
1/sqrt(2*pi) , -0.9189376831054688
classical electron radius , -33.502769470214844
neutron-proton mass difference energy equivalent , -29.205020904541016
arctan(1/2)/Pi , -1.9133596420288086
Lemniscate constant or Gauss constant , 0.963958740234375
Komornik-Loreti constant , 0.5806674957275391
proton charge to mass quotient , 18.37765121459961
Champernowne number , -2.0918636322021484
nuclear magneton , -60.55025386810303
electron mass in u , -7.508176803588867
proton Compton wavelength , -34.26007652282715
Bohr magneton in inverse meters per tesla , 3.8434534072875977
Glaisher-Kinkelin constant , 0.24875354766845703
solution of exp(x)(x-1) = exp(-x)(x+1) , 0.1820535659790039
log(10) , 0.8340320587158203
Madelung constant , 0.558222770690918
Angstrom star , -23.025835037231445
Hadamard-de-la-Vallee-Poussin constant , -1.3413314819335938
Rydberg constant times c in Hz , 35.729615211486816
Niven Constant , 0.5336885452270508
atomic unit of electric polarizability , -93.90595436096191
electron charge to mass quotient , 25.893078804016113
alpha particle molar mass , -5.521083831787109
atomic unit of time , -38.260640144348145
tau mass energy equivalent , -21.97966194152832
shielded helion mag. mom. , -59.79530715942383
Levy constant , 1.186568260192871
atomic unit of velocity , 14.598357200622559
Cahen constant , -0.44097137451171875
molar mass constant , -6.907754898071289
triton mass in u , 1.1037654876708984
Hartree energy in eV , 3.3036346435546875
Mo x unit , -29.93150806427002
Wien frequency displacement law constant , 24.797224044799805
alpha particle mass energy equivalent in MeV , 8.22346019744873
von Klitzing constant , 10.158625602722168
atomic unit of electric dipole mom. , -66.94003582000732
Rydberg constant , 16.21101474761963
log(phi) , -0.7314472198486328
Sierpinski Constant , 0.9497175216674805
muon mag. mom. anomaly , -6.754243850708008
Traveling Salesman Constant , -0.33577632904052734
3/(Pi**2) , -1.190847396850586
standard atmosphere , 11.526087760925293
sqrt(5) , 0.804718017578125
Bohr magneton in eV/T , -9.757072448730469
parking constant or Renyi constant , -0.2908897399902344
"Sackur-Tetrode constant (1 K 101.325 kPa)" , 0.15260982513427734
sqrt(3) , 0.5493059158325195
a Flajolet constant (I) , -0.20864009857177734
nuclear magneton in eV/T , -17.272500038146973
Dubois-Raymond 2nd constant , -1.6371784210205078
triton mag. mom. , -59.458678245544434
Faraday constant for conventional electric current , 11.47714614868164
muon mass energy equivalent , -24.80203151702881
Planck mass energy equivalent in GeV , 43.94873046875
triton mass energy equivalent in MeV , 7.940555572509766
second radiation constant , -4.241375923156738
a Flajolet constant (II) , 0.8340234756469727
Rydberg constant times hc in J , -40.66726493835449
Ramanujan number : exp(Pi*sqrt(163)) , 35.50399971008301
"sum(1/n^n;n=1..inf)" , 0.25563812255859375
a Flajolet constant (III) , 0.48745059967041016
Catalan constant , -0.08777618408203125
Gauss-Kuzmin-Wirsing , -1.1918363571166992
-LOG(gamma) , -0.5986747741699219
Lehmer constant , -0.5231800079345703
-EXP(1)*Ei(-1) , -0.5169315338134766
helion mass energy equivalent in MeV , 7.940366744995117
neutron-proton mass difference energy equivalent in MeV , 0.2572212219238281
Gamma(0) of Conway , -1.903620719909668
Twin primes constant , -0.4152698516845703
deuteron mass in u , 0.6999006271362305
neutron Compton wavelength , -34.261454582214355
neutron mass in u , 0.008626937866210938
Fermi coupling constant , -11.359033584594727
standard-state pressure , 11.512925148010254
exp(-Pi/2) , -1.570796012878418
shielded proton mag. mom. , -59.52321815490723
tau mass energy equivalent in MeV , 7.482580184936523
triton mass energy equivalent , -21.521686553955078
Mills Constant , 0.2672576904296875
e^1/e , 0.36787891387939453
neutron mag. mom. , -59.9015588760376
Rabbit Constant , -0.34276676177978516
Second Tree-Growth constant , -0.8211526870727539
-LOG(LOG(2)) , -1.0037212371826172
log(3) , 0.09404754638671875
Continued Fractions constant (base 10). , 0.030179977416992188
helion mass in u , 1.10357666015625
sqrt(10) , 1.151291847229004
Copeland-Erdos constant (prime numbers) , -1.4451475143432617
sqrt(8) , 1.0397205352783203
A Salem number of degree 38 , 0.2594442367553711
Newtonian constant of gravitation , -23.4302396774292
conductance quantum , -9.46547794342041
natural unit of time , -48.1011266708374
quantum of circulation times 2 , -7.226047515869141
Hard hexagons constant , 0.33324241638183594
electron mag. mom. , -53.03366661071777
Conway constant , 0.26511192321777344
First zero of Riemann Zeta function , 2.6486339569091797
Gelfond-Schneider number : 2**sqrt(2) , 0.9802579879760742
helion mag. mom. , -59.795247077941895
Sum of product of inverse of primes , -0.3492307662963867
muon mass in u , -2.1765785217285156
log(5) , 0.47588443756103516
standard acceleration of gravity , 2.283060073852539
electron molar mass , -14.415932655334473
Bohr magneton , -53.03482627868652
smallest known Salem number , 0.16235733032226562
natural unit of energy , -30.133630752563477
sqrt(6) , 0.895878791809082
Zeta(2) , 0.4976997375488281
quantum of circulation , -7.919195175170898
Thomson cross section , -64.87998104095459
tau mass , -61.01686382293701
characteristic impedance of vacuum , 5.9315290451049805
one of Hadamard-La-Vallee-Poussin constant , 0.034066200256347656
The Paris constant , 0.09407424926757812
Khintchine Harmonic Constant , 0.5569868087768555
neutron-proton mass difference , -68.2422227859497
2nd order Landau-Ramanujan Constant , -0.5413722991943359
Planck time , -99.62900161743164
Stefan-Boltzmann constant , -16.685425758361816
proton mass energy equivalent , -22.618203163146973
LOG10(2) , -1.200545310974121
atomic unit of permittivity , -22.919105529785156
tau Compton wavelength over 2 pi , -36.736496925354004
deuteron mass , -60.962754249572754
proton molar mass , -6.900505065917969
sqrt(sqrt(2)) , 0.17328643798828125
Smallest Pisot-Vijayaraghavan number , 0.28119945526123047
proton mass energy equivalent in MeV , 6.8440399169921875
helion mass energy equivalent , -21.521875381469727
a Flajolet constant (IV) , -0.13793277740478516
proton mag. mom. , -59.523192405700684
alpha particle mass , -60.275983810424805
Prime numbers coded in binary , -0.8802413940429688
Zeta(3) , 0.18403339385986328
electron g factor , 0.694305419921875
Rydberg constant times hc in eV , 2.610487937927246
Robbin's constant , -0.4129314422607422
neutron molar mass , -6.899127006530762
natural unit of mass , -69.17083263397217
atomic unit of electric quadrupole mom. , -90.60231876373291
molar gas constant , 2.1179962158203125
Hafner-Sarnak-McCurley Constant , -1.0406169891357422
atomic unit of mom.um , -54.57247543334961
Bohr radius , -23.66228199005127
helion mass , -60.55907726287842
nuclear magneton in K/T , -7.9133501052856445
alpha particle mass energy equivalent , -21.238781929016113
Weierstrass constant , -0.7445468902587891
helion g factor , 1.4481534957885742
Real root of Ei(x) , -0.9874982833862305
proton g factor , 1.7202081680297852
Golden ratio= (1+sqrt(5))/2 = phi , 0.48121166229248047
muon g factor , 0.6943120956420898
deuteron rms charge radius , -33.776848793029785
The Thue-Morse constant , -0.8856296539306641
Grothendieck majorant , 0.5778560638427734
exp(Pi)/Pi^E , 0.029893875122070312
-Zeta(-1/2) , -1.5707635879516602
proton mass in u , 0.0072498321533203125
Planck constant over 2 pi , -78.2347583770752
"Sum(1/(p*log(p));p = prime)" , 0.4926300048828125
Fibonacci factorial constant , 0.2043609619140625
deuteron molar mass , -6.207854270935059
Zeta(7) , 0.008314132690429688
Ai(0) or 3**(-2/3)/Gamma(2/3) , -1.035557746887207
"Loschmidt constant (273.15 K 101.325 kPa)" , 58.55297088623047
minimal point of GAMMA(x) , -0.12148571014404297
alpha particle mass in u , 1.3866701126098633
Bernstein constant , -1.272359848022461
molar mass of carbon-12 , -4.422847747802734
"A.G.M. of (1;sqrt(2)/2)" , -0.1658029556274414
gamma**3 , -1.6486177444458008
The Trott Constant , -4.524417877197266
gamma**E , -1.4938020706176758
triton mass , -60.558889389038086
Artin constant , -0.983616828918457
Planck temperature , 74.03114700317383
W(1) , -0.5671424865722656
-Zeta'(2) , -0.06448650360107422
MRB Constant , -1.6720600128173828
exp(Pi/4) , 0.7853975296020508
exp(Pi) , 3.141592025756836
muon mass energy equivalent in MeV , 4.660210609436035
Laplace Limit constant , -0.41136646270751953
log(2)*log(2) , -0.7330255508422852
"Sackur-Tetrode constant (1 K 100 kPa)" , 0.14124584197998047
Pi**e , 3.1116981506347656
1-6/(Pi*Pi) , -0.9363069534301758
Lengyel constant , 0.09411430358886719
mag. constant , -13.58707046508789
exp(Pi)-Pi , 2.9956865310668945
log(2) , -0.3665122985839844
Planck constant over 2 pi times c in MeV fm , 5.2848615646362305
log(4)/log(3) , 0.23258590698242188
GAMMA(2/3) , 0.3031501770019531
Zeta(4) , 0.07910919189453125
{220} lattice spacing of silicon , -22.37344455718994
sqrt(3)/2 , -0.14384078979492188
electric constant , -25.450130462646484
Wien wavelength displacement law constant , -5.843812942504883
Gibbs constant : Si(Pi) , 0.6162319183349609
Gamma(1/6) , 1.7167329788208008
2^1/3 , 0.231048583984375
Landau-Ramanujan constant , -0.2688941955566406
Faraday constant , 11.47714614868164
Zeta(9) , 0.0020055770874023438
speed of light in vacuum , 19.518600463867188
natural unit of length , -28.582526206970215
atomic unit of force , -16.311835289001465
Avogadro constant , 54.754899978637695
"sum(1/2**(2**n);n=0..inf)" , -0.20282363891601562
elementary charge , -43.27775287628174
first radiation constant for spectral radiance , -36.666531562805176
tau Compton wavelength , -34.8986177444458
neutron mass energy equivalent in MeV , 6.845417022705078
tau mass in u , 0.6457881927490234
unified atomic mass unit , -61.662654876708984
Golomb constant , -0.47107601165771484
Khintchine constant , 0.9878482818603516
molar volume of silicon , -11.325712203979492
"sum(1/n/binomial(2*n;n);n=1..infinity)" , -0.5031881332397461
fine-structure constant , -4.920243263244629
Cu x unit , -29.931530952453613
muon mag. mom. , -58.36525917053223
natural unit of mom.um , -49.652231216430664
molar Planck constant times c , -2.123379707336426
Cosh(1) , 0.4337806701660156
"BesselI(1;2)/BesselI(0;2)" , -0.35985851287841797
sqrt(7) , 0.9729547500610352
Minimal x of GAMMA(x) , 0.37955284118652344
electron mag. mom. anomaly , -6.759634971618652
Pi , 1.1447296142578125
atomic unit of mag. flux density , 12.367560386657715
cos(1) , -0.615626335144043
nuclear magneton in inverse meters per tesla , -3.67197322845459
atomic unit of 1st hyperpolarizability , -120.8718729019165
-Ai'(0) or 3**(-1/3)/Gamma(1/3) , -1.3516244888305664
proton Compton wavelength over 2 pi , -36.09795379638672
atomic unit of charge density , 27.709094047546387
log(Pi) , 0.13516807556152344
Pi/(2*sqrt(3)) , -0.09772300720214844
meron mass energy equivalent in MeV , 7.536690711975098
natural unit of mom.um in MeV/c , -0.6713876724243164
one-ninth constant , -2.2288331985473633
neutron-proton mass difference in u , -6.579566955566406
Bohr magneton in K/T , -0.3979225158691406
The Froda constant : 2**E , 1.8841686248779297
atomic unit of current , -5.017112731933594
3^1/3 , 0.36620330810546875
proton rms charge radius , -34.66945457458496
atomic unit of magnetizability , -64.7092399597168
Porter's constant , 0.3832721710205078
gamma or Euler constant , -0.5495386123657227
neutron mass , -61.65402698516846
Kolakoski Constant , -0.23003292083740234
Feigenbaum alpha constant , 0.9174528121948242
sin(1) , -0.17260360717773438
Backhouse constant , 0.3757438659667969
deuteron mag. mom. , -60.70405960083008
atomic unit of mag. dipole mom. , -52.341678619384766
Gamma(5/6) , 0.12114334106445312
Planck constant over 2 pi in eV s , -34.95700454711914
GAMMA(1/3) , 0.9854202270507812
atomic unit of 2nd hyperpolarizability , -147.83779048919678
"sum(1/binomial(2*n;n);n=1..infinity)" , -0.3059816360473633
Solution of Zeta(x)=x , 0.6063747406005859
atomic unit of electric field gradient , 50.62820053100586
tau molar mass , -6.261966705322266
triton g factor , 1.7847213745117188
atomic unit of electric field , 26.965917587280273
Planck constant in eV s , -33.11912727355957
"Loschmidt constant (273.15 K 100 kPa)" , 58.53980731964111
atomic mass constant energy equivalent in MeV , 6.836789131164551
muon Compton wavelength over 2 pi , -33.914124488830566
Magata Constant , 1.2258520126342773
exp(-e) , -2.7182817459106445
arctan(1/2) , -0.7686300277709961
sqrt(2) , 0.3465728759765625
Newtonian constant of gravitation over h-bar c , -87.89746189117432
muon mass , -63.8392333984375
weak mixing angle , -1.5037269592285156
"molar volume of ideal gas (273.15 K 101.325 kPa)" , -3.7980709075927734
exp(gamma) , 0.5772151947021484
"Product(cos(Pi/n) n=3..infinity" , -2.163327217102051
Planck constant , -76.39688110351562
deuteron mass energy equivalent , -21.925552368164062
muon Compton wavelength , -32.07624816894531
Hardyâ€“Ramanujan number (1729) , 7.455298485
fourth Fibonacci prime , 2.5649490356445312
fifth Fibonacci prime , 4.488636016845703
sixth Fibonacci prime , 5.451038360595703
seventh Fibonacci prime , 7.375881195068359
eigth Fibonacci prime , 10.263152122497559
ninth Fibonacci prime , 13.150423049926758
tenth Fibonacci prime , 19.887389183044434
answer to everything , 3.737668991088867
number of the beast , 6.501289367675781
days per non-leap year , 5.899896621704102
number of Spartans , 5.703782081604004
Beverly Hills , 11.409894943237305
minutes of fame , 2.708049774169922
number of Beethoven symphonies , 2.197223663330078
ways to leave your lover , 3.912022590637207
route to get your kicks , 4.189654350280762
battle of Hastings , 6.971668243408203
bottles of beer on the wall , 4.595119476318359
horsemen of the Apocalypse , 1.3862934112548828
Star Trek number , 3.850147247314453
Ghostbusters phone number , 15.52973461151123
Dalmatians , 4.615119934082031
temperature of paper burning in Fahrenheit , 6.111466407775879
THX , 7.037027359008789
Orwell number , 7.592869758605957
Kubrick number , 7.601402282714844
